kmer_id	target_family	chromosome	total_exact_hits	inside_broad_CenSat	outside_broad_CenSat	fine_HSat3_hits	fine_HSat2_hits	fine_alphaSat_hits	fine_ct_hits	fine_outside_hits
k16_0534d0fa	HSat2	chr17	0	0	0	0	0	0	0	0
k16_0534d0fa	HSat2	chr18	0	0	0	0	0	0	0	0
k16_0534d0fa	HSat2	chr19	0	0	0	0	0	0	0	0
k16_0534d0fa	HSat2	chr20	0	0	0	0	0	0	0	0
k16_0534d0fa	HSat2	chr21	0	0	0	0	0	0	0	0
k16_0534d0fa	HSat2	chr22	0	0	0	0	0	0	0	0
k16_0534d0fa	HSat2	chrX	0	0	0	0	0	0	0	0
k16_0534d0fa	HSat2	chrY	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr1	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr2	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr3	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr4	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr5	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr6	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr7	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr8	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr9	3710	3710	0	3710	0	0	0	0
k16_0560c43a	HSat3	chr10	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr11	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr12	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr13	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr14	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr15	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr16	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr17	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr18	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr19	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr20	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr21	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chr22	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chrX	0	0	0	0	0	0	0	0
k16_0560c43a	HSat3	chrY	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr1	104	104	0	0	104	0	0	0
k16_0b34d83a	HSat2	chr2	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr3	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr4	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr5	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr6	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr7	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr8	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr9	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr10	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr11	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr12	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr13	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr14	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr15	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr16	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr17	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr18	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr19	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr20	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr21	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chr22	1	1	0	0	1	0	0	0
k16_0b34d83a	HSat2	chrX	0	0	0	0	0	0	0	0
k16_0b34d83a	HSat2	chrY	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr1	35	34	1	0	34	0	0	1
k16_0d340683	HSat2	chr2	10	10	0	0	10	0	0	0
k16_0d340683	HSat2	chr3	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr4	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr5	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr6	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr7	5	5	0	0	5	0	0	0
k16_0d340683	HSat2	chr8	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr9	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr10	21	21	0	0	21	0	0	0
k16_0d340683	HSat2	chr11	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr12	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr13	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr14	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr15	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr16	930	930	0	0	930	0	0	0
k16_0d340683	HSat2	chr17	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr18	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr19	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr20	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr21	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chr22	1	1	0	0	1	0	0	0
k16_0d340683	HSat2	chrX	0	0	0	0	0	0	0	0
k16_0d340683	HSat2	chrY	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr1	2865	2865	0	0	2865	0	0	0
k16_0d34d43a	HSat2	chr2	32	32	0	0	32	0	0	0
k16_0d34d43a	HSat2	chr3	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr4	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr5	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr6	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr7	34	34	0	0	34	0	0	0
k16_0d34d43a	HSat2	chr8	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr9	8	8	0	0	8	0	0	0
k16_0d34d43a	HSat2	chr10	172	172	0	0	172	0	0	0
k16_0d34d43a	HSat2	chr11	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr12	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr13	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr14	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr15	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr16	235	235	0	0	235	0	0	0
k16_0d34d43a	HSat2	chr17	15	15	0	0	15	0	0	0
k16_0d34d43a	HSat2	chr18	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr19	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr20	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr21	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chr22	26	26	0	0	26	0	0	0
k16_0d34d43a	HSat2	chrX	0	0	0	0	0	0	0	0
k16_0d34d43a	HSat2	chrY	1	1	0	0	1	0	0	0
k16_0d83a0b3	HSat2	chr1	99	99	0	0	99	0	0	0
k16_0d83a0b3	HSat2	chr2	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr3	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr4	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr5	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr6	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr7	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr8	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr9	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr10	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr11	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr12	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr13	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr14	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr15	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr16	1	1	0	0	1	0	0	0
k16_0d83a0b3	HSat2	chr17	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr18	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr19	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr20	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr21	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chr22	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chrX	0	0	0	0	0	0	0	0
k16_0d83a0b3	HSat2	chrY	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chr1	381	381	0	381	0	0	0	0
k16_0e834158	HSat3	chr2	67	67	0	67	0	0	0	0
k16_0e834158	HSat3	chr3	9	9	0	9	0	0	0	0
k16_0e834158	HSat3	chr4	108	108	0	108	0	0	0	0
k16_0e834158	HSat3	chr5	938	938	0	938	0	0	0	0
k16_0e834158	HSat3	chr6	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chr7	467	467	0	467	0	0	0	0
k16_0e834158	HSat3	chr8	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chr9	81674	81674	0	81674	0	0	0	0
k16_0e834158	HSat3	chr10	540	540	0	540	0	0	0	0
k16_0e834158	HSat3	chr11	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chr12	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chr13	613	613	0	613	0	0	0	0
k16_0e834158	HSat3	chr14	1200	1200	0	1200	0	0	0	0
k16_0e834158	HSat3	chr15	396	396	0	396	0	0	0	0
k16_0e834158	HSat3	chr16	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chr17	251	251	0	251	0	0	0	0
k16_0e834158	HSat3	chr18	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chr19	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chr20	1107	1107	0	1107	0	0	0	0
k16_0e834158	HSat3	chr21	893	893	0	893	0	0	0	0
k16_0e834158	HSat3	chr22	1284	1284	0	1284	0	0	0	0
k16_0e834158	HSat3	chrX	0	0	0	0	0	0	0	0
k16_0e834158	HSat3	chrY	6	6	0	6	0	0	0	0
k16_1483a0d8	HSat3	chr1	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr2	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr3	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr4	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr5	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr6	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr7	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr8	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr9	14	14	0	14	0	0	0	0
k16_1483a0d8	HSat3	chr10	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr11	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr12	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr13	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr14	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr15	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr16	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr17	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr18	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr19	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr20	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr21	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chr22	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chrX	0	0	0	0	0	0	0	0
k16_1483a0d8	HSat3	chrY	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr1	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr2	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr3	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr4	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr5	13	13	0	13	0	0	0	0
k16_158ba0ed	HSat3	chr6	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr7	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr8	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr9	8	8	0	8	0	0	0	0
k16_158ba0ed	HSat3	chr10	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr11	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr12	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr13	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr14	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr15	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr16	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr17	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr18	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr19	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr20	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr21	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chr22	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chrX	0	0	0	0	0	0	0	0
k16_158ba0ed	HSat3	chrY	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr1	4	4	0	4	0	0	0	0
k16_1d1f53d4	HSat3	chr2	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr3	1	0	1	0	0	0	0	1
k16_1d1f53d4	HSat3	chr4	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr5	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr6	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr7	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr8	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr9	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr10	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr11	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr12	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr13	1	1	0	1	0	0	0	0
k16_1d1f53d4	HSat3	chr14	3	3	0	3	0	0	0	0
k16_1d1f53d4	HSat3	chr15	2	2	0	2	0	0	0	0
k16_1d1f53d4	HSat3	chr16	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr17	1	1	0	1	0	0	0	0
k16_1d1f53d4	HSat3	chr18	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr19	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chr20	2	2	0	2	0	0	0	0
k16_1d1f53d4	HSat3	chr21	7	7	0	7	0	0	0	0
k16_1d1f53d4	HSat3	chr22	3	3	0	3	0	0	0	0
k16_1d1f53d4	HSat3	chrX	0	0	0	0	0	0	0	0
k16_1d1f53d4	HSat3	chrY	19	19	0	19	0	0	0	0
k16_1dabe3d4	HSat3	chr1	349	349	0	349	0	0	0	0
k16_1dabe3d4	HSat3	chr2	64	64	0	64	0	0	0	0
k16_1dabe3d4	HSat3	chr3	9	9	0	9	0	0	0	0
k16_1dabe3d4	HSat3	chr4	97	97	0	97	0	0	0	0
k16_1dabe3d4	HSat3	chr5	778	778	0	778	0	0	0	0
k16_1dabe3d4	HSat3	chr6	0	0	0	0	0	0	0	0
k16_1dabe3d4	HSat3	chr7	357	357	0	357	0	0	0	0
k16_1dabe3d4	HSat3	chr8	0	0	0	0	0	0	0	0
k16_1dabe3d4	HSat3	chr9	77412	77412	0	77412	0	0	0	0
k16_1dabe3d4	HSat3	chr10	533	533	0	533	0	0	0	0
k16_1dabe3d4	HSat3	chr11	0	0	0	0	0	0	0	0
k16_1dabe3d4	HSat3	chr12	0	0	0	0	0	0	0	0
k16_1dabe3d4	HSat3	chr13	532	532	0	532	0	0	0	0
k16_1dabe3d4	HSat3	chr14	857	857	0	857	0	0	0	0
k16_1dabe3d4	HSat3	chr15	239	239	0	239	0	0	0	0
k16_1dabe3d4	HSat3	chr16	0	0	0	0	0	0	0	0
k16_1dabe3d4	HSat3	chr17	226	226	0	226	0	0	0	0
k16_1dabe3d4	HSat3	chr18	0	0	0	0	0	0	0	0
k16_1dabe3d4	HSat3	chr19	0	0	0	0	0	0	0	0
k16_1dabe3d4	HSat3	chr20	887	887	0	887	0	0	0	0
k16_1dabe3d4	HSat3	chr21	717	717	0	717	0	0	0	0
k16_1dabe3d4	HSat3	chr22	1172	1172	0	1172	0	0	0	0
k16_1dabe3d4	HSat3	chrX	0	0	0	0	0	0	0	0
k16_1dabe3d4	HSat3	chrY	4	4	0	4	0	0	0	0
k16_238f53da	HSat2	chr1	12574	12574	0	0	12574	0	0	0
k16_238f53da	HSat2	chr2	3	3	0	0	3	0	0	0
k16_238f53da	HSat2	chr3	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr4	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr5	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr6	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr7	9	9	0	0	9	0	0	0
k16_238f53da	HSat2	chr8	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr9	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr10	1	1	0	0	1	0	0	0
k16_238f53da	HSat2	chr11	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr12	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr13	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr14	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr15	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr16	2	2	0	0	2	0	0	0
k16_238f53da	HSat2	chr17	1	1	0	0	1	0	0	0
k16_238f53da	HSat2	chr18	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr19	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr20	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr21	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chr22	2	2	0	0	2	0	0	0
k16_238f53da	HSat2	chrX	0	0	0	0	0	0	0	0
k16_238f53da	HSat2	chrY	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr1	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr2	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr3	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr4	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr5	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr6	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr7	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr8	1	0	1	0	0	0	0	1
k16_281a0283	HSat3	chr9	90	90	0	90	0	0	0	0
k16_281a0283	HSat3	chr10	1	1	0	1	0	0	0	0
k16_281a0283	HSat3	chr11	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr12	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr13	7	6	1	6	0	0	0	1
k16_281a0283	HSat3	chr14	6	6	0	6	0	0	0	0
k16_281a0283	HSat3	chr15	5	4	1	4	0	0	0	1
k16_281a0283	HSat3	chr16	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr17	1	1	0	1	0	0	0	0
k16_281a0283	HSat3	chr18	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr19	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chr20	37	37	0	37	0	0	0	0
k16_281a0283	HSat3	chr21	5	5	0	5	0	0	0	0
k16_281a0283	HSat3	chr22	7	7	0	7	0	0	0	0
k16_281a0283	HSat3	chrX	0	0	0	0	0	0	0	0
k16_281a0283	HSat3	chrY	2	2	0	2	0	0	0	0
k16_2d0f4f63	HSat2	chr1	3943	3943	0	0	3943	0	0	0
k16_2d0f4f63	HSat2	chr2	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr3	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr4	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr5	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr6	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr7	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr8	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr9	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr10	2	2	0	0	2	0	0	0
k16_2d0f4f63	HSat2	chr11	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr12	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr13	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr14	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr15	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr16	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr17	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr18	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr19	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr20	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr21	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chr22	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chrX	0	0	0	0	0	0	0	0
k16_2d0f4f63	HSat2	chrY	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr1	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr2	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr3	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr4	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr5	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr6	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr7	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr8	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr9	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr10	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr11	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr12	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr13	0	0	0	0	0	0	0	0
k16_2ec3c158	HSat3	chr14	0	0	0	0	0	0	0	0
