query_index	kmer_id	target_family	query_category	group	scope	max_mismatches	in_group_count_ge10_fraction	out_group_count_ge10_fraction	in_group_median_density_per_M	out_group_median_density_per_M	log2_median_density_ratio	passes_group_enrichment_screen	passes_group_specific_screen
4	k16_0b34d83a	HSat2	G3_specific	G3	all_available	2	1.0	1.0	4328.997528249035	4265.293307497019	0.021388018393596255	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G1	core	0	0.8354430379746836	0.006042296072507553	25.72053575562991	5.323226300996509	2.2723329862265587	1	1
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G1	all_available	0	1.0	0.9879154078549849	33.371353919646765	29.13617733801574	0.19579232744053235	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G1	core	1	1.0	1.0	810.3511056284526	711.785342984748	0.18710465663752895	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G1	all_available	1	1.0	1.0	721.2423119464843	684.7142204746096	0.07498195345239651	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G1	core	2	1.0	1.0	6569.882042190011	6653.734159157212	-0.018296755537091338	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G1	all_available	2	1.0	1.0	5526.21709557461	5574.293028498964	-0.012496602482255965	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G2	core	0	0.0	0.29977628635346754	9.696864998662027	5.982481584639722	0.6966819865384246	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G2	all_available	0	0.9761904761904762	0.9932885906040269	30.659824703285288	30.21053957418012	0.021296797187182734	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G2	core	1	1.0	1.0	957.9034238532088	720.1767721760328	0.41152864402729306	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G2	all_available	1	1.0	1.0	748.2271331082322	689.7233216008032	0.11745837060231747	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G2	core	2	1.0	1.0	6476.537024990932	6645.823218904957	-0.037225294934981244	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G2	all_available	2	1.0	1.0	5552.144186387923	5561.959106520938	-0.0025481025976329097	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G3	core	0	0.006920415224913495	0.66	5.057777886961554	24.352404876065755	-2.2672626891609555	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G3	all_available	0	0.9896193771626297	0.995	28.98554425786153	33.18103833933712	-0.1950191651013779	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G3	core	1	1.0	1.0	709.7839477335201	813.5769935538219	-0.19689867652929136	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G3	all_available	1	1.0	1.0	680.6966117788397	725.0561686599247	-0.09108070388379917	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G3	core	2	1.0	1.0	6663.454448081703	6554.447569247713	0.023796094858069817	0	0
5	k16_0d340683	HSat2	regional_HSat2_G1_group_specific_exact	G3	all_available	2	1.0	1.0	5577.161185929243	5530.452269322852	0.012133498828912634	0	0
6	k16_0d34d43a	HSat2	pan	G1	core	0	1.0	1.0	276.57880740896286	412.9738875359475	-0.5783582241289927	0	0
6	k16_0d34d43a	HSat2	pan	G1	all_available	0	1.0	1.0	87.69653574032063	108.10704667416924	-0.30186570012935315	0	0
6	k16_0d34d43a	HSat2	pan	G1	core	1	1.0	1.0	5341.352286353795	5670.460940612971	-0.08626095846479676	0	0
6	k16_0d34d43a	HSat2	pan	G1	all_available	1	1.0	1.0	4376.961467445777	4466.096875579162	-0.029084855619262568	0	0
6	k16_0d34d43a	HSat2	pan	G1	core	2	1.0	1.0	12641.86011673962	13208.423155837896	-0.06324948403270658	0	0
6	k16_0d34d43a	HSat2	pan	G1	all_available	2	1.0	1.0	11809.595842494808	11905.475902244234	-0.011665697682476724	0	0
6	k16_0d34d43a	HSat2	pan	G2	core	0	1.0	1.0	187.69559946790383	400.13698053155036	-1.0920950609097269	0	0
6	k16_0d34d43a	HSat2	pan	G2	all_available	0	1.0	1.0	77.80570354392964	106.09652118977057	-0.44742458716873057	0	0
6	k16_0d34d43a	HSat2	pan	G2	core	1	1.0	1.0	5050.172779829416	5645.845373500051	-0.1608568400060347	0	0
6	k16_0d34d43a	HSat2	pan	G2	all_available	1	1.0	1.0	4319.724413300177	4446.778425174769	-0.04182123479165912	0	0
6	k16_0d34d43a	HSat2	pan	G2	core	2	1.0	1.0	12322.897223594671	13154.776119269494	-0.09424520167837577	0	0
6	k16_0d34d43a	HSat2	pan	G2	all_available	2	1.0	1.0	11728.572809102432	11897.825043160952	-0.02067039729807953	0	0
6	k16_0d34d43a	HSat2	pan	G3	core	0	1.0	1.0	415.87715826946743	275.1195133055162	0.5960972046055658	0	0
6	k16_0d34d43a	HSat2	pan	G3	all_available	0	1.0	1.0	115.3701797797314	84.96492555389403	0.4413265886924459	0	0
6	k16_0d34d43a	HSat2	pan	G3	core	1	1.0	1.0	5680.1474428088695	5299.389715357386	0.1001021342244209	0	0
6	k16_0d34d43a	HSat2	pan	G3	all_available	1	1.0	1.0	4479.620849876237	4372.423482072645	0.03494348441730821	0	0
6	k16_0d34d43a	HSat2	pan	G3	core	2	1.0	1.0	13222.416604939395	12604.363369107068	0.0690626195562228	0	0
6	k16_0d34d43a	HSat2	pan	G3	all_available	2	1.0	1.0	11942.454013338192	11793.740052069197	0.018078019004570713	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G1	core	0	0.0	0.9154078549848943	0.0	32.715795431402746	-14.997743824600654	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G1	all_available	0	0.6455696202531646	0.9607250755287009	1.9399588749229628	4.807871040168002	-1.3089286873554045	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G1	core	1	1.0	1.0	929.226024326443	1139.0058637709283	-0.293673423724359	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G1	all_available	1	1.0	1.0	1078.697714895844	1145.954923762641	-0.08725958534620053	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G1	core	2	1.0	1.0	6166.8578310463145	6853.609243026647	-0.15232832860438322	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G1	all_available	2	1.0	1.0	6372.940286977567	6456.6162657238	-0.01881914032266701	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G2	core	0	0.42857142857142855	0.6375838926174496	18.204214925122145	28.17904822735723	-0.6303223077858642	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G2	all_available	0	0.7142857142857143	0.87248322147651	3.836594994468634	4.280247416135017	-0.15782874936239746	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G2	core	1	1.0	1.0	436.6862645253392	1118.0481178652597	-1.356311207378904	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G2	all_available	1	1.0	1.0	1008.5178260255641	1136.9263232703004	-0.1729020196123173	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G2	core	2	1.0	1.0	5128.6787005002925	6785.219530123548	-0.4038082321790792	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G2	all_available	2	1.0	1.0	6308.546692930689	6447.211855330287	-0.03136769810600037	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G3	core	0	0.986159169550173	0.09	32.79183089908642	0.0	15.001092829855706	1	1
7	k16_0d83a0b3	HSat2	G3_specific	G3	all_available	0	0.9965397923875432	0.66	5.065115296453836	2.091371552649506	1.275740850043211	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G3	core	1	1.0	1.0	1150.2538507008876	891.5343014267537	0.36758971103229066	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G3	all_available	1	1.0	1.0	1153.0561756115555	1071.437221913723	0.10591538436888291	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G3	core	2	1.0	1.0	6881.509407102166	6129.672219349671	0.16691508947922398	0	0
7	k16_0d83a0b3	HSat2	G3_specific	G3	all_available	2	1.0	1.0	6493.903526426544	6352.520553438995	0.03175680903560373	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G1	core	0	0.7531645569620253	0.6525679758308157	13.979298106850594	8.167385668851715	0.7752722346170964	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G1	all_available	0	0.9873417721518988	1.0	366.9818829818536	388.6493830536365	-0.08276016449991774	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G1	core	1	1.0	1.0	1185.106458321768	1394.9617948897537	-0.2352087645400888	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G1	all_available	1	1.0	1.0	1414.730521778848	1483.3763146949213	-0.06835731706256241	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G1	core	2	1.0	1.0	7440.581929543359	7591.198948110054	-0.028912298690830195	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G1	all_available	2	1.0	1.0	7959.556943180852	7957.818166553476	0.0003151931892061602	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G2	core	0	0.5952380952380952	0.6935123042505593	20.303703503870018	8.88945518010777	1.19148477046874	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G2	all_available	0	1.0	0.9955257270693513	348.35285215220824	386.9825107731359	-0.15171857803660987	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G2	core	1	1.0	1.0	742.9181049857973	1379.0136566562064	-0.8923607582314037	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G2	all_available	1	1.0	1.0	1407.4314656400302	1478.6996728976742	-0.07126434579210046	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G2	core	2	1.0	1.0	7014.462327008525	7576.480812722825	-0.11119535110793692	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G2	all_available	2	1.0	1.0	7897.014564072935	7960.67525615699	-0.011583458576675221	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G3	core	0	0.6608996539792388	0.72	7.788623002607632	14.137853122885264	-0.8600396878522855	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G3	all_available	0	1.0	0.99	397.1874320237609	357.2777790270817	0.15277337950072126	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G3	core	1	1.0	1.0	1404.3889150736147	1170.243935960488	0.2631330193314066	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G3	all_available	1	1.0	1.0	1492.3412241734031	1414.730521778848	0.07705011852294526	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G3	core	2	1.0	1.0	7603.810434992126	7415.45361364647	0.03618761379770075	0	0
13	k16_238f53da	HSat2	chromosome_HSat2_chr1	G3	all_available	2	1.0	1.0	7961.810705930449	7956.363143479695	0.0009874462644208933	0	0
15	k16_2d0f4f63	HSat2	chromosome	G1	core	0	0.0	0.0	2.0890268582830482	0.0	11.029305766711206	0	0
15	k16_2d0f4f63	HSat2	chromosome	G1	all_available	0	0.6455696202531646	0.6374622356495468	15.226509372555826	19.51839345835846	-0.3582282311836507	0	0
15	k16_2d0f4f63	HSat2	chromosome	G1	core	1	1.0	1.0	476.47493933498424	743.488852662656	-0.6419096881227577	0	0
15	k16_2d0f4f63	HSat2	chromosome	G1	all_available	1	1.0	1.0	489.4408847035384	535.3051318891308	-0.12922661127065974	0	0
15	k16_2d0f4f63	HSat2	chromosome	G1	core	2	1.0	1.0	640.0964658289396	816.0240443008008	-0.3503218331287632	0	0
15	k16_2d0f4f63	HSat2	chromosome	G1	all_available	2	1.0	1.0	663.4835759799379	720.2846678129946	-0.11850627027729775	0	0
15	k16_2d0f4f63	HSat2	chromosome	G2	core	0	0.0	0.0	0.0	0.0	0.0	0	0
15	k16_2d0f4f63	HSat2	chromosome	G2	all_available	0	0.5952380952380952	0.6442953020134228	13.472401825650415	18.726716137490452	-0.4750608173123497	0	0
15	k16_2d0f4f63	HSat2	chromosome	G2	core	1	1.0	1.0	154.8002109170224	719.2068325520859	-2.2159919757823117	0	0
15	k16_2d0f4f63	HSat2	chromosome	G2	all_available	1	1.0	1.0	463.2930909052724	529.6286784833001	-0.1930556860881024	0	0
15	k16_2d0f4f63	HSat2	chromosome	G2	core	2	1.0	1.0	272.5813318449032	802.6120644082123	-1.5580125865269674	0	0
15	k16_2d0f4f63	HSat2	chromosome	G2	all_available	2	1.0	1.0	660.8744857988399	710.5456525094795	-0.10455089379814567	0	0
15	k16_2d0f4f63	HSat2	chromosome	G3	core	0	0.0	0.0	0.0	1.7087878157520233	-10.739601582781413	0	0
15	k16_2d0f4f63	HSat2	chromosome	G3	all_available	0	0.643598615916955	0.635	20.339097679015723	15.165207580561635	0.42346623305328496	0	0
15	k16_2d0f4f63	HSat2	chromosome	G3	core	1	1.0	1.0	751.0041716305407	467.6004054555083	0.6835435764318972	0	0
15	k16_2d0f4f63	HSat2	chromosome	G3	all_available	1	1.0	1.0	545.1933955525642	488.02549997130217	0.1598112430666462	0	0
15	k16_2d0f4f63	HSat2	chromosome	G3	core	2	1.0	1.0	825.2727961171732	629.25232639354	0.39123189515770673	0	0
15	k16_2d0f4f63	HSat2	chromosome	G3	all_available	2	1.0	1.0	724.1719680235341	663.4835759799379	0.12627139713678068	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G1	core	0	1.0	0.9969788519637462	188.95655131217592	233.49469531712538	-0.30533377874103407	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G1	all_available	0	1.0	1.0	9.456697846406012	16.604392309137992	-0.81209085093325	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G1	core	1	1.0	1.0	520.414064901461	808.6628342689949	-0.6358773659087268	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G1	all_available	1	1.0	1.0	135.87190775346176	164.30863756693824	-0.2741592839133348	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G1	core	2	1.0	1.0	3510.0776583418033	4484.355099652335	-0.3533974854674316	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G1	all_available	2	1.0	1.0	3362.27864164769	3502.8611755042307	-0.059094505739562125	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G2	core	0	0.9761904761904762	1.0	67.32170531287431	226.18706888527183	-1.748357774549248	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G2	all_available	0	1.0	1.0	4.443532100214245	14.898116555348558	-1.745123336572824	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G2	core	1	1.0	1.0	291.39819919207343	777.8136053383612	-1.4164294124233887	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G2	all_available	1	1.0	1.0	127.49410804226162	156.54092210881083	-0.29610717203841586	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G2	core	2	1.0	1.0	2586.027498039529	4392.098982913663	-0.764172722866294	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G2	all_available	2	1.0	1.0	3281.108364495536	3454.5832637024214	-0.07432842034774166	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G3	core	0	1.0	0.995	236.96056447849062	186.36029784853167	0.3465507880555695	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G3	all_available	0	1.0	1.0	18.041386340884383	8.795703050806726	1.036355349344493	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G3	core	1	1.0	1.0	816.6699855184421	501.5572363963729	0.7033377496727591	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G3	all_available	1	1.0	1.0	167.70372103708794	135.1106751176041	0.311770958036782	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G3	core	2	1.0	1.0	4507.415504272197	3460.6991523181464	0.38123682075328785	0	0
18	k16_34d83a51	HSat2	chromosome_HSat2_chr10	G3	all_available	2	1.0	1.0	3526.262948679091	3354.465913469099	0.07205695377746552	0	0
19	k16_360e8045	HSat2	chromosome	G1	core	0	1.0	1.0	84.75316131276037	54.3175900108306	0.6418381733998652	0	0
19	k16_360e8045	HSat2	chromosome	G1	all_available	0	1.0	1.0	138.99433579040158	145.24395727675892	-0.06345160409804622	0	0
19	k16_360e8045	HSat2	chromosome	G1	core	1	1.0	1.0	601.440042063361	796.0991960959097	-0.4045266977214395	0	0
19	k16_360e8045	HSat2	chromosome	G1	all_available	1	1.0	1.0	548.3645692893417	592.8176560747553	-0.11245285994539289	0	0
19	k16_360e8045	HSat2	chromosome	G1	core	2	1.0	1.0	4492.036443748126	4665.923209890231	-0.05479291986022924	0	0
19	k16_360e8045	HSat2	chromosome	G1	all_available	2	1.0	1.0	5097.996962530544	5094.727246786549	0.00092560179757912	0	0
19	k16_360e8045	HSat2	chromosome	G2	core	0	1.0	1.0	101.81631804598399	56.557780371056744	0.8481600539741516	0	0
19	k16_360e8045	HSat2	chromosome	G2	all_available	0	1.0	1.0	147.33965252420896	139.6434325454437	0.07739748072343515	0	0
19	k16_360e8045	HSat2	chromosome	G2	core	1	1.0	1.0	427.7977145447136	779.6110449622952	-0.8658242328451619	0	0
19	k16_360e8045	HSat2	chromosome	G2	all_available	1	1.0	1.0	525.0217027104796	588.7085811083266	-0.16517629909632714	0	0
19	k16_360e8045	HSat2	chromosome	G2	core	2	1.0	1.0	4398.233419904365	4646.96143482611	-0.07936348249639424	0	0
19	k16_360e8045	HSat2	chromosome	G2	all_available	2	1.0	1.0	5060.835483117497	5095.762453358082	-0.009922447611093845	0	0
19	k16_360e8045	HSat2	chromosome	G3	core	0	1.0	1.0	53.56218271845931	88.02967348139927	-0.7167646172241849	0	0
19	k16_360e8045	HSat2	chromosome	G3	all_available	0	1.0	1.0	140.84809390690708	141.85363197450243	-0.010262976879660768	0	0
19	k16_360e8045	HSat2	chromosome	G3	core	1	1.0	1.0	801.4493069683252	600.352562462611	0.41680068209943655	0	0
19	k16_360e8045	HSat2	chromosome	G3	all_available	1	1.0	1.0	604.4996930367056	544.1955351837007	0.15161622227185934	0	0
19	k16_360e8045	HSat2	chromosome	G3	core	2	1.0	1.0	4671.100355787496	4477.512182073035	0.06106507016352195	0	0
19	k16_360e8045	HSat2	chromosome	G3	all_available	2	1.0	1.0	5095.762453358082	5080.3883952398055	0.004359229781804804	0	0
20	k16_360e8560	HSat2	chromosome_HSat2_chr1	G1	core	0	0.9936708860759493	0.9697885196374623	40.123261880306906	106.27517856701515	-1.4052715000700893	0	0
20	k16_360e8560	HSat2	chromosome_HSat2_chr1	G1	all_available	0	1.0	1.0	383.0854909906342	410.33953064944717	-0.09915150884609134	0	0
20	k16_360e8560	HSat2	chromosome_HSat2_chr1	G1	core	1	1.0	1.0	1715.0439483572545	2001.5086246372057	-0.2228421657823046	0	0
20	k16_360e8560	HSat2	chromosome_HSat2_chr1	G1	all_available	1	1.0	1.0	2031.2692937430702	2061.5678194189068	-0.02136039558091633	0	0
